changed_files	id	span	title
4	69022084	1 days 18:16:13.000000000	Rename and update hall-lab-svtools
3	68998405	0 days 03:51:12.000000000	Add MendelScan recipe
2	68988738	0 days 00:11:11.000000000	bamutil: update to install in bin PATH
1	68963730	0 days 08:53:15.000000000	Add gcc/llvm
2	68944719	0 days 04:44:14.000000000	ccat into bin
2	68942159	0 days 00:31:10.000000000	Change shebang
1	68937157	0 days 00:14:25.000000000	add perl as dependency
1	68929458	0 days 00:20:25.000000000	khmer gcc/llvm
1	68920617	0 days 00:19:29.000000000	Update meta.yaml
1	68864715	0 days 05:39:34.000000000	add gcc and zlib
1	68833990	0 days 00:17:00.000000000	Update: snap-aligner
1	68831373	0 days 00:15:21.000000000	Build pydoe for osx
4	68787304	0 days 04:58:10.000000000	PS and SGUI should use sh instead of bash
5	68778958	1 days 19:54:36.000000000	Add recipe for VelvetOptimiser 2.2.5
1	68766090	0 days 00:25:29.000000000	Add gcc/llvm
1	68709935	0 days 00:00:26.000000000	update readme to fix #1449
2	68701702	0 days 06:22:44.000000000	Add gcc/llvm as dependencies
1	68700345	0 days 00:51:23.000000000	Bump mash to 1.1
3	68699029	0 days 03:33:16.000000000	Add ra-integrate recipe
1	68696595	0 days 00:19:15.000000000	Add gcc/llvm
8	68692119	0 days 07:30:40.000000000	Pin ncurses version with our new pinning mechanism.
1	68685434	0 days 00:16:26.000000000	Two fixes for subdag parallelization.
7	68681182	0 days 00:32:41.000000000	Update GEMINI dependencies + biobambam2
4	68637840	0 days 11:18:21.000000000	Besst 2.2.3
0	68626741	2 days 00:16:31.000000000	added recipe for prank multiple sequence aligner
2	68621621	0 days 00:26:40.000000000	Add smartdenovo recipe
5	68617124	14 days 03:43:01.000000000	sra-tools plus dependencies
2	68614230	0 days 00:15:25.000000000	Bump minimap and build for osx
2	68611064	0 days 00:14:58.000000000	Bump miniasm and build for osx
1	68608785	0 days 00:15:27.000000000	Bump pilon to 1.17 and also build for osx
4	68579129	0 days 02:17:08.000000000	add picard 1.141, preserve recipe for 1.126
4	68562229	0 days 01:40:52.000000000	UCSC utilities: ucsc-positionaltblcheck
4	68540720	0 days 00:09:01.000000000	New: bamutil Update: gatk-framework, bcbio-recall
13	68537271	5 days 20:07:15.000000000	Adding recipes for perl HPC::Runner-* and BioX::Workflow
45	68514013	0 days 14:39:07.000000000	[WIP] bioconductor update
1	68511473	0 days 01:17:56.000000000	Update seqcluster
2	68505251	0 days 05:04:25.000000000	Topsorting scripts
9	68499729	0 days 00:27:35.000000000	Bioconductor refactor
0	68475395	0 days 00:51:27.000000000	Recipe for Perl Bit::Vector module
4	68465063	0 days 00:34:29.000000000	Generalize dependency pinning using an environment variable matrix
1	68462690	0 days 00:11:01.000000000	Clean up setup script and make it more portable.
0	68461112	0 days 12:00:52.000000000	Recipe for Perl Perl::Unsafe::Signals module
0	68394317	1 days 03:23:13.000000000	Recipe for Perl forks module
1	68379996	0 days 00:29:38.000000000	add libnetcdf version
0	68370480	1 days 05:59:55.000000000	Recipe for DBD::SQLite
1	68351715	0 days 10:21:34.000000000	Updated MultiQC to v0.6
2	68298261	0 days 02:03:27.000000000	update samtools to 1.3.1
1	68278184	0 days 00:57:51.000000000	Update carna meta info
0	68277683	0 days 09:51:44.000000000	RepeatMasker and perl Text::Soundex recipes
3	68274878	0 days 00:40:44.000000000	Update scikit-bio to version 0.4.2
3	68255280	0 days 02:12:53.000000000	Update locarna: enable osx build
3	68251558	4 days 18:12:34.000000000	R xmlrpc
1	68244461	0 days 01:47:59.000000000	Update mirdeep2 with PDF output.
3	68242442	4 days 19:10:05.000000000	R longitudinal
3	68239546	4 days 19:27:30.000000000	R fdrtool
1	68207925	42 days 21:28:50.000000000	Add ELIXIR registry file
2	68207101	15 days 03:00:54.000000000	add IPO R library from a GitHub repositiory
4	68167869	0 days 00:41:18.000000000	Add Python as runtime requirement of quast and cgat-report.
2	68137682	0 days 10:18:03.000000000	update viennarna; enable osx build
3	68128188	0 days 07:11:38.000000000	add r-rsm
0	68111609	1 days 01:04:46.000000000	remove skip:True [osx] for recipe flash
1	68111171	0 days 00:18:30.000000000	bump inheritance
1	68104283	0 days 00:19:09.000000000	bump deepTools version
1	68091782	0 days 00:28:26.000000000	bump inheritance
3	68055221	0 days 00:27:21.000000000	Add dinopy
3	68044161	0 days 02:54:25.000000000	Add the simlord SMRT read simulator.
2	68016648	2 days 12:07:41.000000000	New recipe for RA (RNA Assembler)
4	68002697	2 days 14:20:15.000000000	Test all packages independently of updates.
2	67960265	0 days 04:22:45.000000000	check-sort-order
3	67950282	5 days 22:26:20.000000000	add bioepic
6	67916401	0 days 00:00:06.000000000	Add r-ggalt and r-proj4.
6	67912668	1 days 18:04:02.000000000	Add recipes for CARNA and its dependency Gecode
4	67884017	0 days 01:59:03.000000000	Add bioconductor-gage and bioconductor-gagedata.
6	67883951	0 days 01:59:34.000000000	Add bioconductor-pathview and bioconductor-kegggraph.
2	67807423	2 days 04:54:10.000000000	julia: Update to 0.4.5
3	67721021	5 days 06:12:33.000000000	Update datamash to latest stable version 1.1.0
1	67673965	1 days 05:18:47.000000000	Update Graphlan package
1	67652281	0 days 04:25:50.000000000	Update multiqc-bcbio package
1	67647597	1 days 10:02:44.000000000	metaphlan2 update
2	67647178	0 days 23:16:13.000000000	add perl as dependency
2	67645761	0 days 11:57:13.000000000	add autodock vina
1	67644549	0 days 03:05:54.000000000	Bump sqt to 0.6.3
3	67632920	0 days 00:54:07.000000000	 Update VEP: notes and fixes for vep_create_cache
0	67623300	0 days 12:28:58.000000000	add multiprocess package
0	67622613	0 days 00:54:21.000000000	add schema package
4	67603199	0 days 01:03:39.000000000	Update: bcbio and CWL runner dependencies
1	67583362	0 days 00:38:56.000000000	Update mirdeep2.
3	67562687	0 days 01:21:32.000000000	added r-psych
8	67526318	0 days 01:17:02.000000000	Remove test-data (too heavy) and corresponding tests
16	67504958	1 days 03:04:44.000000000	Pin boost
2	67494883	0 days 00:36:52.000000000	hap.py: allow symlinks to runner scripts
3	67435373	0 days 10:00:17.000000000	Add twobitreader
4	67416268	0 days 08:55:15.000000000	UCSC utilities: ucsc-qactowig
4	67401597	11 days 00:20:29.000000000	R changepoint library
4	67400572	0 days 01:53:22.000000000	UCSC utilities: ucsc-qatoqac
1	67380351	0 days 00:44:17.000000000	bump gsort
1	67376251	0 days 00:39:08.000000000	Update multiqc-bcbio
6	67338088	0 days 05:25:22.000000000	Ribotaper
1	67330837	0 days 00:21:30.000000000	Update msprime to 0.1.10.
1	67275676	0 days 00:30:49.000000000	Update cnvkit 0.7.11
2	67246832	0 days 01:44:06.000000000	change krona to use perl-threaded to conform with Bioconda guidelines
3	67245390	0 days 00:46:34.000000000	Add multiqc-bcbio plugin for bcbio report.
4	67240624	0 days 13:53:58.000000000	UCSC utilities: ucsc-randomlines
2	67202233	0 days 03:06:37.000000000	Set trinity java version
1	67193110	0 days 00:42:51.000000000	Update humann2 version
1	67190075	0 days 01:05:12.000000000	Update mirdeep2 recipe
1	67129468	0 days 03:51:11.000000000	updated flowr
4	67083589	0 days 13:20:44.000000000	krona: Install to $PREFIX/opt to follow FHS
1	67060448	0 days 00:51:36.000000000	Update bcbreport.
2	67059018	0 days 01:02:26.000000000	Added somatic sniper recipe
9	67047610	0 days 14:33:05.000000000	Recipe for group_humann2_uniref_abundances_to_GO
3	67037692	0 days 17:42:53.000000000	F/networkxgmml
1	67015071	0 days 00:28:25.000000000	Update metaphlan2 recipe
1	66990612	0 days 00:31:25.000000000	Update biobambam to fix fastq from BAM with padded zeros: gt1/biobambam2#18
1	66956608	0 days 11:02:25.000000000	trinity: 2011 version requires java 1.6.
1	66895201	0 days 04:38:38.000000000	Build swga for osx
1	66850642	0 days 01:08:59.000000000	Goatools
4	66780912	0 days 00:30:36.000000000	Building swga dependencies for osx
4	66734681	0 days 00:30:32.000000000	New: gsort and vcfanno from @brentp
2	66717563	4 days 09:49:41.000000000	update to vsearch 1.11.1
1	66676309	0 days 00:33:31.000000000	Restore the build.skip = False node in fastqc 0.11.5 meta.yaml
1	66668413	0 days 00:53:19.000000000	fastqc: bumped version to 0.11.5
4	66650480	9 days 02:14:50.000000000	Add recipe for Fiji Life-Line version 2014 November 25
6	66639419	0 days 01:00:39.000000000	Updates: bcbio and CWL
2	66630664	2 days 19:39:54.000000000	Add recipe for Goatools
6	66566305	0 days 00:56:13.000000000	Perl OS X builds for a few packages
9	66545592	0 days 00:41:30.000000000	Perl OS X builds for a few packages
5	66517702	0 days 00:32:23.000000000	Perl OS X builds for a few packages
0	66487869	0 days 00:53:40.000000000	Update novoalign to 3.04.04
2	66434928	61 days 08:16:32.000000000	Add nglview - biomolecular viewer in Jupyter notebook.
3	66417113	0 days 00:50:20.000000000	add r-snowfall
3	66404940	0 days 11:43:31.000000000	Add r-mutoss package.
2	66400999	0 days 00:30:30.000000000	Add recipe for Perl Dist::CheckConflicts 0.11
4	66398148	0 days 02:14:29.000000000	change version string of older trinity so it sorts correctly
1	66394170	0 days 00:30:32.000000000	enable py3k builds for biom-format
2	66391486	0 days 00:56:27.000000000	Perl Module::Implementation 0.09
2	66370406	0 days 01:04:32.000000000	Update r spp
5	66365745	0 days 00:29:05.000000000	Perl OS X builds for a few packages
1	66354321	0 days 00:28:11.000000000	HiSAT update
1	66339631	0 days 00:57:41.000000000	Update bcbreport
1	66330515	0 days 00:49:37.000000000	Add new dependency to bcbio-nextgen
2	66278217	0 days 00:37:56.000000000	add hicexplorer
9	66240516	11 days 11:21:35.000000000	Update locarna recipe
2	66238209	0 days 01:48:37.000000000	Add recipe for Perl Class::Std::Fast 0.0.8
2	66211596	0 days 01:51:34.000000000	Added recipe for locarna
0	66206726	0 days 02:44:29.000000000	Added RNAz 2.1 recipe
2	66206199	0 days 01:33:50.000000000	Add recipe for Perl Class::Std 0.013
2	66205405	0 days 01:26:56.000000000	Depend on conda zlib version
4	66202506	0 days 23:25:45.000000000	add new vienna rna version
2	66195504	0 days 00:36:57.000000000	Add recipe for Perl Term::ReadKey 2.32
1	66194648	0 days 00:38:35.000000000	add gat for osx
1	66187589	0 days 00:47:13.000000000	add intervalstats to osx
0	66147388	0 days 07:59:23.000000000	Exonerate sequence alignment tool
4	66118715	0 days 06:39:21.000000000	UCSC utilities: ucsc-rasqlquery
4	66118705	0 days 06:38:58.000000000	UCSC utilities: ucsc-ratolines
4	66118687	0 days 06:39:14.000000000	UCSC utilities: ucsc-ratotab
4	66118673	0 days 06:39:28.000000000	UCSC utilities: ucsc-rmfadups
4	66118646	0 days 06:39:15.000000000	UCSC utilities: ucsc-stringify
0	66116708	16 days 12:45:04.000000000	RMBlast recipe, based on NCBI-BLAST recipe
3	66115862	0 days 03:34:11.000000000	Add ariba recipe
3	66086662	0 days 21:18:54.000000000	Increment build number on diamond.
1	66064370	0 days 02:06:22.000000000	Build Perl URI for OSX
3	66055787	0 days 02:06:39.000000000	Add recipe for Perl TimeDate 2.30
3	66053751	0 days 01:25:19.000000000	Add yamllint package
3	66052940	0 days 03:25:47.000000000	Building circlator dependencies for osx
1	66046698	0 days 00:29:19.000000000	cramtools: update to latest development version (chapmanb/bcbio-nextgen#1321)
0	66033309	0 days 02:44:10.000000000	I believe the OSX workaround is not needed anymore
2	66033122	0 days 01:55:54.000000000	Add recipe for Perl Statistics::TTest 1.1
1	66028513	0 days 00:41:55.000000000	Build pomegranate for osx
1	66008399	0 days 00:47:10.000000000	Add OSX build, import test for Perl Statistics::Descriptive
1	65983506	1 days 01:39:44.000000000	WIP: CrossMap pysam fix
0	65916617	4 days 14:42:06.000000000	Update scrm to 1.7.2
2	65906138	0 days 00:30:03.000000000	Update CWL runners: arvados-cwl-runner, cwltool
2	65876781	0 days 00:34:42.000000000	Update: bcbio-vm and bcbio.prioritize
1	65871906	6 days 02:26:59.000000000	abyss: Remove google-sparsehash from run
1	65870130	0 days 00:17:59.000000000	Snakemake 3.6.1
2	65859539	0 days 01:05:02.000000000	Add recipe for Perl Statistics::Distributions 1.02
4	65801478	3 days 05:22:57.000000000	UCSC utilities: ucsc-rowstocols
4	65801473	3 days 05:23:22.000000000	UCSC utilities: ucsc-spacedtotab
4	65801452	3 days 08:12:23.000000000	UCSC utilities: ucsc-splitfile
4	65801432	3 days 17:15:04.000000000	UCSC utilities: ucsc-splitfilebycolumn
4	65801423	2 days 18:29:42.000000000	UCSC utilities: ucsc-sqltoxml
1	65783789	0 days 00:18:36.000000000	update deeptools
3	65704040	0 days 00:20:36.000000000	add r-pracma
2	65677572	0 days 00:19:03.000000000	Update: bcbio(-vm) for CWL, Docker and GATK updates
1	65641778	0 days 01:02:52.000000000	Pin Boost version of clever.
4	65616921	0 days 01:03:11.000000000	UCSC utilities: ucsc-tdbquery
4	65616903	0 days 01:03:49.000000000	UCSC utilities: ucsc-subchar
4	65616895	0 days 01:21:15.000000000	UCSC utilities: ucsc-subcolumn
4	65616888	0 days 02:03:03.000000000	UCSC utilities: ucsc-taillines
4	65616876	0 days 04:04:19.000000000	UCSC utilities: ucsc-texthistogram
4	65580958	1 days 04:49:01.000000000	UCSC utilities: ucsc-tolower
4	65580923	1 days 05:48:27.000000000	UCSC utilities: ucsc-ticktodate
4	65580906	1 days 07:18:09.000000000	UCSC utilities: ucsc-toupper
4	65580897	1 days 07:18:24.000000000	UCSC utilities: ucsc-trfbig
4	65580886	1 days 07:18:42.000000000	UCSC utilities: ucsc-validatefiles
4	65579662	5 days 11:50:22.000000000	UCSC utilities: ucsc-validatemanifest
4	65579655	5 days 02:03:33.000000000	UCSC utilities: ucsc-wigcorrelate
4	65579646	5 days 02:03:21.000000000	UCSC utilities: ucsc-wordline
4	65579634	5 days 02:03:17.000000000	UCSC utilities: ucsc-addcols
1	65548344	0 days 00:27:01.000000000	Increment cnvkit build number
1	65547164	0 days 00:10:47.000000000	Change CNVkit license to Apache 2.0
1	65543267	0 days 19:44:13.000000000	Pedagree 0.0.11
1	65543005	0 days 17:58:57.000000000	cyvcf2-v0.2.8
2	65539021	0 days 00:09:39.000000000	Add recipe for Perl XML::Simple 2.22
1	65537162	0 days 00:44:55.000000000	Upgrade cnvkit recipe to 0.7.10
2	65533201	0 days 00:14:35.000000000	Add recipe for Perl XML::SAX::Expat 0.51
1	65504626	0 days 00:28:48.000000000	Build Perl XML::Parser for OSX
2	65493367	0 days 00:15:12.000000000	Add recipe for Perl XML::SAX 0.99
1	65475029	0 days 00:33:22.000000000	Update Bcbreport
2	65437365	0 days 01:14:47.000000000	multiqc: ensure all files are world readible in install since multiqc…
3	65407450	1 days 11:06:45.000000000	Add Trf 4.07b binary
1	65390513	0 days 00:06:14.000000000	Fix NameError in build-packages.
2	65384303	0 days 02:45:32.000000000	Add recipe for Perl XML::NamespaceSupport 1.11
3	65371789	0 days 01:08:57.000000000	Flask markdown
2	65360398	0 days 00:07:42.000000000	Add recipe for Perl XML::SAX::Base 1.08
1	65352686	0 days 00:42:38.000000000	Refactor dependency version pinning, include boost.
2	65348518	0 days 00:11:39.000000000	Add recipe for Perl HTML::Template 2.95
1	65341604	0 days 00:14:15.000000000	Build Perl Scalar-List-Utils for OSX
1	65338842	0 days 00:08:40.000000000	Build Perl CGI package for OSX
2	65329913	5 days 22:32:40.000000000	mothur recipe: pin boost version and add blast-legacy dependency
2	65311438	0 days 04:44:52.000000000	add bioconductor-ropls
4	65297504	0 days 00:18:09.000000000	Add bioconductor-camera
6	65286818	0 days 03:21:55.000000000	add new openbabel package
2	65210774	31 days 12:18:06.000000000	Add Entrez Direct (EDirect)
2	65196703	4 days 23:23:29.000000000	Add the bamhash tool
6	65185322	0 days 00:50:05.000000000	add peptide shaker
2	65178355	0 days 00:31:03.000000000	Add recipe for jq 1.5
29	65177414	5 days 01:15:32.000000000	Add bioconductor-minfi recipe
2	65165500	0 days 00:17:42.000000000	add flux-simulator
3	65164507	0 days 01:18:38.000000000	seqtk-r75, older version of seqtk package
2	65144715	0 days 00:12:29.000000000	STAR-Fusion: added utilities + dependencies (STAR, gmap_build, bowtie-build)
4	65124266	0 days 00:31:35.000000000	bioconductor-xcms
1	65117079	0 days 00:19:28.000000000	Stacks build number
5	65115852	4 days 11:22:04.000000000	Added wigToBigWig as dependency to CrossMap
1	65115526	0 days 00:04:23.000000000	Stacks: libgcc dep
2	65112518	0 days 01:27:00.000000000	bioconductor-mzr
2	65082070	0 days 09:50:38.000000000	bioconductor-protgenerics
3	65079796	0 days 00:06:58.000000000	r-batch
7	65033181	0 days 00:13:25.000000000	CWL: updates to CWL runners and support libraries
2	65001052	0 days 00:20:07.000000000	Ceas 1.0.2
2	64973888	5 days 22:59:57.000000000	Add recipe for GraPhlan
2	64968906	13 days 15:47:11.000000000	Add recipe for export2graphlan
8	64951603	0 days 03:11:41.000000000	change perl build to support OSX
1	64940076	0 days 00:09:04.000000000	Update msprime to 0.1.9
2	64925918	0 days 01:17:50.000000000	Add humann2 recipe
2	64866966	0 days 00:13:51.000000000	Add yara
0	64849506	11 days 03:23:10.000000000	* Initial commit of snap gene finder recipe
2	64820020	0 days 00:11:54.000000000	Add recipe for bioconductor-jmosaics 1.10.0
2	64812831	0 days 00:10:58.000000000	Add recipe for bioconductor-mosaics 2.4.1
1	64802002	0 days 00:12:54.000000000	Use correct `perl-threaded` for dependency
2	64797661	0 days 19:29:01.000000000	Recipe for MetaPhlAn2
4	64759605	0 days 00:27:18.000000000	New recipe: mbuffer, update sailfish and salmon to use latest boost
2	64711341	0 days 03:00:46.000000000	R dpeak 2.0.1
2	64684763	0 days 00:59:06.000000000	Add recipe for validictory 1.0.1
4	64629901	4 days 22:30:49.000000000	check for the presence of _JAVA_OPTIONS
6	64579557	0 days 00:05:16.000000000	add opsin
1	64498359	0 days 05:17:32.000000000	Patch bmtagger osx
2	64491537	10 days 12:06:29.000000000	Update MultiQC to v0.5
1	64462359	0 days 00:09:43.000000000	PyVCF 0.6.8.
1	64456766	0 days 00:04:39.000000000	bump version number
1	64453706	0 days 00:06:11.000000000	Add more binaries to the build.
3	64441643	0 days 00:12:00.000000000	bcbio: 0.9.7 release; bump bcbio_vm and cwltool
2	64368456	0 days 08:07:33.000000000	Recipe for plink2.
0	64332819	0 days 00:03:48.000000000	raxml 7.3.0
2	64304593	0 days 00:26:59.000000000	hap.py: new recipe (0.2.9)
1	64217569	14 days 05:12:40.000000000	update vsearch to 1.10.2
1	64216582	0 days 00:19:31.000000000	add tests and runtime deps
1	64187076	0 days 00:04:31.000000000	Bump bcbreport version.
1	64167729	14 days 13:45:50.000000000	Update meta.yaml; bump version to 0.2.1
6	64145543	0 days 00:15:14.000000000	Updates: bcbio, CWL runners and VarDict
2	64111615	0 days 00:14:19.000000000	Add recipe for bioconductor-cexor 1.8.0
2	64101986	0 days 00:20:05.000000000	Add recipe for r-idr 1.2
1	64092249	0 days 02:11:11.000000000	Update bcbreport.
18	64087982	0 days 01:04:30.000000000	Add osra package
2	64058884	0 days 00:20:15.000000000	Add recipe for bioconductor-genomation 1.2.2
1	64042169	0 days 00:07:21.000000000	Trigger new build
0	64036578	0 days 00:11:10.000000000	GDAL license file
0	64028753	0 days 00:15:29.000000000	Geospatial Data Abstraction Library
1	64007547	0 days 00:04:53.000000000	Update scrm to 1.7.1
1	63966186	0 days 00:18:28.000000000	Update pyfaidx to 0.4.7.1
2	63958033	0 days 00:53:54.000000000	Add recipe for r-readr 0.2.2
2	63944498	0 days 00:29:47.000000000	Add recipe for bioconductor-seqpattern 1.2.0
4	63936615	0 days 02:30:58.000000000	Trigger rebuild of libsvm and prodigal, after buildscripts have been fixed to properly install  binaries to $PREFIX/bin.
2	63928759	0 days 00:44:05.000000000	Add recipe for bioconductor-impute 1.44.0
2	63885343	0 days 17:21:38.000000000	Trinity typo
2	63882895	0 days 00:16:06.000000000	bowtie2: bump to 2.2.8; fix build issues; add OSX
2	63875600	0 days 04:36:39.000000000	gnuplot: removed libgd version hack
5	63875252	16 days 15:40:49.000000000	gimmemotifs version bump
1	63853337	0 days 00:15:49.000000000	Update: varscan to 2.4.1
2	63850301	0 days 04:18:39.000000000	Trinity compilation
0	63684656	17 days 19:48:14.000000000	add gseapy
2	63619352	0 days 00:37:50.000000000	Patch bmtagger on OSX to use gnu-getopt
4	63617840	0 days 00:17:36.000000000	add new version of trimmomatic
3	63610687	0 days 00:39:07.000000000	Add gnu getopt osx
2	63593798	0 days 00:43:55.000000000	Add gettext
10	63592131	2 days 02:36:52.000000000	store binaries in `bin` and not in `$PREFIX`
4	63587591	0 days 00:12:38.000000000	Add newer libffi
3	63581197	0 days 00:22:01.000000000	Do not filter by osx-whitelist
6	63575169	0 days 00:07:31.000000000	biofluff colorbrewer pycluster recipes
2	63558922	0 days 01:51:37.000000000	blockbuster
745	63508103	0 days 16:03:00.000000000	deprecate the OS-X whitelist
7	63502119	0 days 00:26:56.000000000	Update: CWL support, bcbio and bcbio-prioritize
9	63492946	0 days 01:22:00.000000000	Silicos it
3	63492566	0 days 03:11:34.000000000	Update osx-whitelist.txt
9	63491033	10 days 15:39:14.000000000	Adds Rdkit to bioconda
2	63486384	0 days 02:31:09.000000000	Update osx-whitelist.txt
0	63480788	0 days 00:22:05.000000000	update dreamtools version to 1.3.0
1	63479610	0 days 02:23:12.000000000	add more r packages to os-x builds
3	63478314	0 days 01:36:11.000000000	Add gb_taxonomy_tools
1	63478233	0 days 00:48:49.000000000	add more packages to the whitelist
2	63477818	0 days 10:44:07.000000000	Update ant to build from source
1	63470037	0 days 05:28:17.000000000	Add r-* packages
1	63465506	0 days 00:52:41.000000000	add a few more to the whitelist
3	63460023	0 days 05:26:03.000000000	add bioc to whitelist
2	63456375	0 days 15:01:14.000000000	Megahit
3	63450678	0 days 00:13:10.000000000	Add libffi
25	63447434	0 days 06:41:53.000000000	Empty the OS-X whitelist and see what breaks
117	63446001	0 days 00:15:48.000000000	Kill osx whitelist
2	63441874	0 days 00:11:18.000000000	bbmap opt/ dir change
3	63438148	0 days 00:25:52.000000000	Add bbmap
68	63422395	0 days 01:41:44.000000000	Kill osx whitelist
2	63418808	2 days 22:13:34.000000000	WIP: notes about OSX building by default
3	63417353	0 days 00:35:27.000000000	Galaxy utils
115	63401633	0 days 01:43:00.000000000	Kill osx whitelist
2	63391301	0 days 00:07:32.000000000	Bump hisat2 to 2.0.2.
2	63384837	0 days 08:39:06.000000000	Add splitMEM
5	63384831	0 days 00:06:41.000000000	kraken update
1	63359748	0 days 00:04:44.000000000	Bump pyBigWig to 0.2.7
31	63350337	0 days 00:00:06.000000000	fix UCSC recipes
0	63340879	0 days 00:18:34.000000000	update biokit version
1	63281259	0 days 00:49:11.000000000	Bump snippy version to 3.0
2	63277003	0 days 00:32:34.000000000	Bump RapMap to 0.2.0.
1	63275829	0 days 07:27:05.000000000	Update seqcluster package
1	63239601	0 days 00:13:37.000000000	actually bump version
1	63117620	0 days 00:22:26.000000000	bump gemini
0	63107506	0 days 01:55:10.000000000	add Lapack library
1	63086904	0 days 00:40:54.000000000	geneimpacts 0.1.1
3	63084811	0 days 00:18:28.000000000	add r-knitrbootstrap
3	63076105	0 days 00:14:18.000000000	Nanoblaster
17	62996235	0 days 06:05:01.000000000	add EBImage
6	62994336	0 days 00:08:37.000000000	add RNiftyReg
6	62982019	0 days 00:22:21.000000000	Add wtforms-alchemy and dependencies.
1	62973496	0 days 00:21:11.000000000	Add graphmap to osx-whitelist.txt
0	62930024	1 days 22:58:59.000000000	eigensoft
1	62923682	0 days 03:47:42.000000000	Update pyBigWig to 0.2.6
2	62919483	0 days 06:44:08.000000000	Add stride recipe
1	62893203	0 days 01:49:04.000000000	Add google-sparsehash to osx-whitelist
3	62879221	0 days 03:18:49.000000000	Update bcbio and Arvados for CWL integration
2	62831460	0 days 16:21:50.000000000	Build Rapmap from source.
1	62806077	0 days 01:30:53.000000000	Update bcbreport package.
2	62795098	1 days 06:29:19.000000000	add bioconductor-mgug4122a.db annotation package
1	62788701	0 days 00:35:56.000000000	Add cnvkit 0.7.9 recipe
2	62781631	0 days 00:22:12.000000000	add bioconductor illumina mouse mouse v2 chip annotations
1	62697804	0 days 05:40:25.000000000	Hardcode htslib and samtools versions in pysam
1	62697573	0 days 00:26:20.000000000	Hard-code pysam 0.8.4 in cnvkit recipe
1	62670694	0 days 00:28:21.000000000	Add recipe to osx-whitelist
5	62638008	0 days 00:09:40.000000000	New: arvados-cwl-runner for CWL on Arvados
1	62614602	0 days 11:49:29.000000000	sambamba: add samtools and bcftools as runtime dependencies
2	62589352	0 days 00:07:44.000000000	Add recipe for IDR 2.0.2
1	62561148	0 days 00:17:21.000000000	bump pybedtools version
0	62533316	0 days 00:05:04.000000000	update bioservices to version 1.4.7
0	62532089	0 days 00:06:04.000000000	increment build number for suds-jurko
0	62526592	0 days 00:22:27.000000000	increase number version for easydev
3	62524855	0 days 00:20:32.000000000	cwltool: tool and python dependency for CWL runs
3	62477543	0 days 01:01:19.000000000	Downgradeconda versions to fix recent issues.
5	62386360	0 days 14:33:29.000000000	New VISPR and MAGeCK-VISPR releases.
0	62386127	1 days 02:37:44.000000000	trim galore
1	62384625	0 days 00:08:21.000000000	New Snakemake release.
2	62384500	0 days 21:29:30.000000000	[MRG] gnuplot: relaunch build after fixing the conda-build-1.19.1 problems
4	62373801	0 days 00:08:06.000000000	New: schema-salad; update: bcbio-nextgen
3	62365967	0 days 00:09:03.000000000	 add python-weblogo recipe
4	62319541	0 days 00:04:48.000000000	Add mhap recipe
1	62273199	0 days 15:19:03.000000000	Alignlib lite
2	62259928	0 days 00:34:11.000000000	Add C compiler as dependency to pysam
4	62250901	0 days 19:17:09.000000000	[MRG] gnuplot: do not link against x11 libraries
2	62244111	0 days 00:11:11.000000000	Add cgat-report to OS X
1	62239388	0 days 00:10:27.000000000	Add ruffus to OS X
1	62225271	0 days 00:14:34.000000000	Add ggplot to OS X
1	62215073	0 days 00:16:40.000000000	Add brewer2mpl recipe to OS X
8	62212376	0 days 00:10:45.000000000	New: typing, avro-python3; updated: bcbio
2	62212060	0 days 00:08:01.000000000	Add web.py to OS X
2	62206335	0 days 00:20:56.000000000	Added C compiler dependency to alignlib-lite recipe
0	62163528	0 days 15:29:18.000000000	bayescan
0	62157090	0 days 00:07:33.000000000	easydev: put the no_arch to False
1	62154377	0 days 00:15:35.000000000	bump the deepTools version
0	62152619	0 days 00:07:49.000000000	add suds-jurko back with a cleaner meta.yaml file
0	62143422	0 days 00:55:51.000000000	Update version and remove python version from easydev package
2	62135162	1 days 00:07:13.000000000	Add denovogear recipe 
1	62101541	0 days 01:08:18.000000000	bump geneimpacts
0	62083010	0 days 00:20:18.000000000	"Fix for ""no LP solvers"" error in cobra"
0	62072692	0 days 00:07:22.000000000	remove suds-jurko, now within default conda channel 
2	62065656	0 days 01:40:49.000000000	Add h5py to biom-format
1	62062072	0 days 00:08:08.000000000	Use perl-threaded instead
0	62055146	0 days 00:22:20.000000000	velvet requirement for stacks
5	62053360	0 days 00:21:49.000000000	New: rdflib-jsonld, sparqlwrapper deps for cwltool
14	62052236	14 days 02:56:54.000000000	Trinity: fix hardcoded paths
4	62042049	6 days 10:01:56.000000000	bioconda package for gimmemotifs
3	61997072	0 days 06:55:48.000000000	Add nanopolish
2	61980656	1 days 16:59:37.000000000	[MRG] gnuplot: fix png support
2	61974593	0 days 00:41:33.000000000	Add fast5 header files
0	61965039	0 days 15:41:06.000000000	velvet
2	61933599	0 days 01:36:48.000000000	 add ruffus
1	61931648	0 days 00:53:03.000000000	deepTools-2.2.1
2	61930490	0 days 00:20:30.000000000	 add alignlib-lite
8	61930340	0 days 02:57:36.000000000	Ddocent
2	61919501	0 days 00:16:15.000000000	Fix missing binaries in swga recipe
1	61916432	43 days 19:46:09.000000000	Samtools 0.1.19 build number update
